sureh,ayeh,matn,processed matn
36,59,و «ای گناهکاران! امروز [از صف بهشتیان] جدا شوید!»,و گناهکار امروز صف بهشتیان جدا شد 
43,79,بلکه آنان [برای توطئه علیه فرستاده‌ی ما‌] تصمیم قطعی گرفتند، پس ما نیز نقشه‌ی خود را علیه آنان محکم می‌کنیم.,توطئه فرستاده تصمیم قطعی گرفت نقشه محکم 
44,44,خوراک گناهکاران است.,خوراک گناهکار 
46,23,[هود] گفت: «علم [به زمان عذاب،] تنها نزد خداست و من آنچه را به آن فرستاده شده‌ام، به شما ابلاغ می‌کنم؛ ولی شما را گروهی جاهل می‌بینم.»,هود علم زمان عذاب نزد خداست فرستاده شد ابلاغ می‌کنم؛ جاهل دید 
51,32,گفتند: «ما به سوی قومی گناهکار فرستاده شده‌ایم،,گفت قومی گناهکار فرستاده شد 
54,47,که گناهکاران در گمراهی و [آتش و] جنونند.,گناهکار گمراهی آتش جنونند 
68,35,پس آیا ما تسلیم‌شدگان را همچون گناهکاران قرار می‌دهیم؟,تسلیم‌شدگان گناهکار قرار می‌دهیم؟ 
69,10,پس فرستاده‌ی پروردگارشان را نافرمانی کردند و خداوند آنان را به قهری فزاینده و سخت گرفت.,فرستاده پروردگار نافرمانی خداوند قهری فزاینده سخت 
74,41,از گناهکاران:,گناهکار 
77,35,این روزی است که [گناهکاران] سخن نمی‌گویند،,روزید گناهکار سخن گفت 
82,5,[آن هنگام] هر کس آنچه را از پیش فرستاده و آنچه را از پس فرستاده است، می‌داند.,کس فرستاده فرستاده دانست 
83,12,و جز تجاوزگر گناهکار، کسی آن را انکار نمی‌کند.,تجاوزگر گناهکار انکار کرد 
89,24,می‌گوید: «ای کاش برای زندگی [امروز توشه‌ای] از پیش فرستاده بودم.»,ای کاش زندگی امروز توشه فرستاده بود 
